period,Find.Territory,Source.Territory,Find.Site,Source.Site,sites.counts
Late.Roman,Anatolia,Syria,Sagalassos,Antioch,3
Late.Roman,Anatolia,Syria,Sardis,Antioch,1
Late.Roman,Anatolia,Syria,Side,Antioch,7
Late.Roman,Anatolia,Syria,Troy,Antioch,1
Late.Roman,Anatolia,West,Ephesus,uncertain,1
Late.Roman,Anatolia,West,Pergamon,Cologne,2
Late.Roman,Anatolia,West,Sardis,Ticinum,2
Late.Roman,Balkans,Anatolia,Athens,Adramyteion (Mysia),1
Late.Roman,Balkans,Anatolia,Athens,Aigai (Aiolis),1
Late.Roman,Balkans,Anatolia,Athens,Alexandria (Troas),5
Late.Roman,Balkans,Anatolia,Athens,Antioch (Pisidia),1
Late.Roman,Balkans,Anatolia,Athens,Chios,2
Late.Roman,Balkans,Anatolia,Athens,Cyzicus,70
Late.Roman,Balkans,Anatolia,Athens,Ephesus (Ionia),4
Late.Roman,Balkans,Anatolia,Athens,Kyme (Aeolis),2
Late.Roman,Balkans,Anatolia,Athens,Magnesia on the Maiandros,1
Late.Roman,Balkans,Anatolia,Athens,Mytilene (Lesbos),1
Late.Roman,Balkans,Anatolia,Athens,Nicomedia,2
Late.Roman,Balkans,Anatolia,Athens,Nikaia (Bithynia),1
Late.Roman,Balkans,Anatolia,Athens,Patara,1
Late.Roman,Balkans,Anatolia,Athens,Samos,1
Late.Roman,Balkans,Anatolia,Athens,Smyrna,4
Late.Roman,Balkans,Anatolia,Athens,Synnada (Phrygia),2
Late.Roman,Balkans,Anatolia,Athens,uncertain,5
Late.Roman,Balkans,Anatolia,Corinth,Alexandria (Troas),1
Late.Roman,Balkans,Anatolia,Corinth,Aspendus (Pamphylia),1
Late.Roman,Balkans,Anatolia,Corinth,Cyzicus,6
Late.Roman,Balkans,Anatolia,Corinth,Ephesus (Ionia),1
Late.Roman,Balkans,Anatolia,Corinth,Magnesia on the Maeander,1
Late.Roman,Balkans,Anatolia,Corinth,Nicomedia (Bithynia),1
Late.Roman,Balkans,Anatolia,Corinth,Synnada,1
Late.Roman,Balkans,Anatolia,Corinth,uncertain,10
Late.Roman,Balkans,Anatolia,Histria,Byzantium,1
Late.Roman,Balkans,Anatolia,Histria,Cyzicus,2
Late.Roman,Balkans,Anatolia,Histria,Cyzicus?,1
Late.Roman,Balkans,Anatolia,Histria,Nicaea,8
Late.Roman,Balkans,Anatolia,Histria,Pessinus,1
Late.Roman,Balkans,Anatolia,Nicopolis ad Istrum,Nicaea,1
Late.Roman,Balkans,Balkans,Athens,Aigina,1
Late.Roman,Balkans,Balkans,Athens,Aigion (Achaea),1
Late.Roman,Balkans,Balkans,Athens,Argos (Argolis),2
Late.Roman,Balkans,Balkans,Athens,Athens,1154
Late.Roman,Balkans,Balkans,Athens,Boura (Achaea),1
Late.Roman,Balkans,Balkans,Athens,Chalkis (Euboia),3
Late.Roman,Balkans,Balkans,Athens,Coela (Chersonese),1
Late.Roman,Balkans,Balkans,Athens,Corinth (Corinthia),8
Late.Roman,Balkans,Balkans,Athens,Deultum,1
Late.Roman,Balkans,Balkans,Athens,Hermione,1
Late.Roman,Balkans,Balkans,Athens,Kleonai,1
Late.Roman,Balkans,Balkans,Athens,Kyparissia,1
Late.Roman,Balkans,Balkans,Athens,Magnetes (Thessaly),1
Late.Roman,Balkans,Balkans,Athens,Megara (Megaris),3
Late.Roman,Balkans,Balkans,Athens,Methana,1
Late.Roman,Balkans,Balkans,Athens,Mothone,1
Late.Roman,Balkans,Balkans,Athens,Nikopolis (Epirus),7
Late.Roman,Balkans,Balkans,Athens,Patrai (Achaea),3
Late.Roman,Balkans,Balkans,Athens,Perinthos,1
Late.Roman,Balkans,Balkans,Athens,Pheneos,1
Late.Roman,Balkans,Balkans,Athens,Philippopolis,2
Late.Roman,Balkans,Balkans,Athens,Serdica,24
Late.Roman,Balkans,Balkans,Athens,Sikyon (Sikyonia),1
Late.Roman,Balkans,Balkans,Athens,Siscia,116
Late.Roman,Balkans,Balkans,Athens,Tanagra (Boetia),1
Late.Roman,Balkans,Balkans,Athens,Tegea,1
Late.Roman,Balkans,Balkans,Athens,Tenea,1
Late.Roman,Balkans,Balkans,Athens,Thessalonica,2
Late.Roman,Balkans,Balkans,Athens,Thouria,1
Late.Roman,Balkans,Balkans,Athens,uncertain (Thessaly),2
Late.Roman,Balkans,Balkans,Corinth,Argos (Argolis),15
Late.Roman,Balkans,Balkans,Corinth,Athens,8
Late.Roman,Balkans,Balkans,Corinth,Buthrotum,1
Late.Roman,Balkans,Balkans,Corinth,Cleonae,1
Late.Roman,Balkans,Balkans,Corinth,Corinth,52
Late.Roman,Balkans,Balkans,Corinth,Epidaurus,1
Late.Roman,Balkans,Balkans,Corinth,Hadrianopolis,1
Late.Roman,Balkans,Balkans,Corinth,Hermione,1
Late.Roman,Balkans,Balkans,Corinth,Lacedaemon,1
Late.Roman,Balkans,Balkans,Corinth,Megalopolis,2
Late.Roman,Balkans,Balkans,Corinth,Megara,3
Late.Roman,Balkans,Balkans,Corinth,Messene,2
Late.Roman,Balkans,Balkans,Corinth,Mothone,2
Late.Roman,Balkans,Balkans,Corinth,Nicopolis,2
Late.Roman,Balkans,Balkans,Corinth,Orchomenus,1
Late.Roman,Balkans,Balkans,Corinth,Patrae,5
Late.Roman,Balkans,Balkans,Corinth,Philus,1
Late.Roman,Balkans,Balkans,Corinth,Serdica,2
Late.Roman,Balkans,Balkans,Corinth,Sicyon,2
Late.Roman,Balkans,Balkans,Corinth,Siscia,24
Late.Roman,Balkans,Balkans,Corinth,Thelpusa,1
Late.Roman,Balkans,Balkans,Corinth,Thessalonica,1
Late.Roman,Balkans,Balkans,Corinth,Thuria,2
Late.Roman,Balkans,Balkans,Corinth,Troezen,4
Late.Roman,Balkans,Balkans,Histria,Amphipolis,1
Late.Roman,Balkans,Balkans,Histria,Anchialos,1
Late.Roman,Balkans,Balkans,Histria,Bizya,1
Late.Roman,Balkans,Balkans,Histria,Callatis,4
Late.Roman,Balkans,Balkans,Histria,Deultum,1
Late.Roman,Balkans,Balkans,Histria,Dionysopolis,1
Late.Roman,Balkans,Balkans,Histria,Histria,80
Late.Roman,Balkans,Balkans,Histria,Marcianopolis,4
Late.Roman,Balkans,Balkans,Histria,maronea,1
Late.Roman,Balkans,Balkans,Histria,Mesembria,2
Late.Roman,Balkans,Balkans,Histria,Nicopolis ad Istrum,3
Late.Roman,Balkans,Balkans,Histria,Pautalia,1
Late.Roman,Balkans,Balkans,Histria,Philippi,1
Late.Roman,Balkans,Balkans,Histria,Philippopolis,1
Late.Roman,Balkans,Balkans,Histria,Serdica,2
Late.Roman,Balkans,Balkans,Histria,Siscia,13
Late.Roman,Balkans,Balkans,Histria,Tomis,24
Late.Roman,Balkans,Balkans,Histria,uncertain,4
Late.Roman,Balkans,Balkans,Nicopolis ad Istrum,Anchialus,7
Late.Roman,Balkans,Balkans,Nicopolis ad Istrum,Augusta Traiana,1
Late.Roman,Balkans,Balkans,Nicopolis ad Istrum,Deultum,1
Late.Roman,Balkans,Balkans,Nicopolis ad Istrum,Hadrianopolis,3
Late.Roman,Balkans,Balkans,Nicopolis ad Istrum,Marcianopolis,11
Late.Roman,Balkans,Balkans,Nicopolis ad Istrum,Nicopolis,35
Late.Roman,Balkans,Balkans,Nicopolis ad Istrum,Odessus,3
Late.Roman,Balkans,Balkans,Nicopolis ad Istrum,Serdica,1
Late.Roman,Balkans,Balkans,Nicopolis ad Istrum,Siscia,5
Late.Roman,Balkans,Balkans,Nicopolis ad Istrum,Viminacium,2
Late.Roman,Balkans,Cilicia,Athens,Syedra,1
Late.Roman,Balkans,Cyprus,Corinth,uncertain,1
Late.Roman,Balkans,East,Nicopolis ad Istrum,uncertain,1
Late.Roman,Balkans,Egypt,Athens,Alexandria,1
Late.Roman,Balkans,Italy/Sicily,Athens,Milan,32
Late.Roman,Balkans,Italy/Sicily,Athens,Rome,460
Late.Roman,Balkans,Italy/Sicily,Corinth,Milan,10
Late.Roman,Balkans,Italy/Sicily,Corinth,Rome,51
Late.Roman,Balkans,Italy/Sicily,Histria,Olbia?,2
Late.Roman,Balkans,Italy/Sicily,Histria,Rome,5
Late.Roman,Balkans,Italy/Sicily,Histria,Rome?,49
Late.Roman,Balkans,Italy/Sicily,Nicopolis ad Istrum,Milan,4
Late.Roman,Balkans,Italy/Sicily,Nicopolis ad Istrum,Rome,19
Late.Roman,Balkans,Syria,Athens,Antioch,118
Late.Roman,Balkans,Syria,Corinth,Antioch,5
Late.Roman,Balkans,Syria,Corinth,Antioch?,1
Late.Roman,Balkans,Syria,Nicopolis ad Istrum,Antioch,1
Late.Roman,Balkans,West,Athens,Cologne,1
Late.Roman,Balkans,West,Athens,Lyons,6
Late.Roman,Balkans,West,Athens,Ticinum,22
Late.Roman,Balkans,West,Athens,uncertain,1
Late.Roman,Balkans,West,Corinth,Ticinum,5
Late.Roman,Balkans,West,Corinth,uncertain,1
Late.Roman,Balkans,West,Histria,Ticinum,3
Late.Roman,Balkans,West,Histria,uncertain,1
Late.Roman,Cilicia,Anatolia,Elaiussa Sebaste,Antioch (Pisidia)?,1
Late.Roman,Cilicia,Anatolia,Elaiussa Sebaste,Cyzicus,3
Late.Roman,Cilicia,Anatolia,Elaiussa Sebaste,Sebastopolis/Heracleopolis (Pontus),1
Late.Roman,Cilicia,Anatolia,Elaiussa Sebaste,uncertain,1
Late.Roman,Cilicia,Anatolia,Tarsus,Tralles (Lydia),1
Late.Roman,Cilicia,Cappadocia,Tarsus,Caesarea,1
Late.Roman,Cilicia,Cilicia,Elaiussa Sebaste,Adana,2
Late.Roman,Cilicia,Cilicia,Elaiussa Sebaste,Elaiussa,1
Late.Roman,Cilicia,Cilicia,Elaiussa Sebaste,Sebaste,6
Late.Roman,Cilicia,Cilicia,Elaiussa Sebaste,Seleucia Calycadnum,2
Late.Roman,Cilicia,Cilicia,Tarsus,Adana,1
Late.Roman,Cilicia,Cilicia,Tarsus,Diocaesaria?,1
Late.Roman,Cilicia,Cilicia,Tarsus,Flaviopolis,1
Late.Roman,Cilicia,Cilicia,Tarsus,Laertes,1
Late.Roman,Cilicia,Cilicia,Tarsus,Seleucia ad Calycadnum,1
Late.Roman,Cilicia,Cilicia,Tarsus,Tarsus,54
Late.Roman,Cilicia,Cilicia,Yüceören Tepesi,Aegeae?,1
Late.Roman,Cilicia,East,Elaiussa Sebaste,uncertain?,2
Late.Roman,Cilicia,Syria,Elaiussa Sebaste,Antioch,4
Late.Roman,Cyprus,Anatolia,Kourion,Alexandria Troas,1
Late.Roman,Cyprus,Anatolia,Kourion,Antioch (Pisidia),1
Late.Roman,Cyprus,Anatolia,Kourion,Cyzicus,3
Late.Roman,Cyprus,Anatolia,Kourion,Magnesia (Ionia),1
Late.Roman,Cyprus,Anatolia,Kourion,Nicomedia,1
Late.Roman,Cyprus,Anatolia,Kourion,Side (Pamphylia),1
Late.Roman,Cyprus,Anatolia,Paphos,Phocaea,2
Late.Roman,Cyprus,Balkans,Kourion,Pheneus,1
Late.Roman,Cyprus,Cilicia,Kourion,Anemurium,1
Late.Roman,Cyprus,Cilicia,Kourion,Corycus,1
Late.Roman,Cyprus,Cyprus,Kourion,uncertain,58
Late.Roman,Cyprus,East,Kourion,Carrhae,1
Late.Roman,Cyprus,Italy/Sicily,Kourion,Rome,81
Late.Roman,Cyprus,Italy/Sicily,Paphos,Rome,4
Late.Roman,Cyprus,Syria,Kourion,Antioch,40
Late.Roman,Cyprus,Syria,Kourion,Laodicea ad Mare,3
Late.Roman,Cyprus,Syria,Kourion,Seleucia Pieria,1
Late.Roman,Cyprus,Syria,Kourion,Tripolis,2
Late.Roman,Cyprus,Syria,Paphos,Antioch,8
Late.Roman,Cyprus,Syria,Paphos,Antioch?,1
Late.Roman,East,Anatolia,Dura Europos,Amasia (Pontus),1053
Late.Roman,East,Anatolia,Dura Europos,Antioch (Pisidia),6
Late.Roman,East,Anatolia,Dura Europos,Comana (Pontus),29
Late.Roman,East,Anatolia,Dura Europos,Heraclea,1
Late.Roman,East,Anatolia,Dura Europos,Ilium,1
Late.Roman,East,Anatolia,Dura Europos,Miletus,1
Late.Roman,East,Anatolia,Dura Europos,Neocaesarea (Pontus),172
Late.Roman,East,Anatolia,Dura Europos,Nicaea,1
Late.Roman,East,Anatolia,Dura Europos,Nicomedia,1
Late.Roman,East,Anatolia,Dura Europos,Peltae,1
Late.Roman,East,Anatolia,Dura Europos,Sebastopolis-Heracleopolis,2
Late.Roman,East,Anatolia,Dura Europos,Sinope (Pontus),1
Late.Roman,East,Anatolia,Dura Europos,Themisonium (Phrygia),1
Late.Roman,East,Anatolia,Dura Europos,Trapezus (Pontus),1
Late.Roman,East,Anatolia,Dura Europos,Zela (Pontus),31
Late.Roman,East,Anatolia,Susa,Samos (Ionia),3
Late.Roman,East,Anatolia,Tall She Hamad/Magdalu,Magnesia (Ionia),1
Late.Roman,East,Balkans,Dura Europos,Aegira,3
Late.Roman,East,Balkans,Dura Europos,Aegium,2
Late.Roman,East,Balkans,Dura Europos,Anchialus,1
Late.Roman,East,Balkans,Dura Europos,Argos,1
Late.Roman,East,Balkans,Dura Europos,Asine,5
Late.Roman,East,Balkans,Dura Europos,Asopus,1
Late.Roman,East,Balkans,Dura Europos,Boea,3
Late.Roman,East,Balkans,Dura Europos,Byzantium,1
Late.Roman,East,Balkans,Dura Europos,Caphyae,5
Late.Roman,East,Balkans,Dura Europos,Cleonae,7
Late.Roman,East,Balkans,Dura Europos,Colone (Messenia?),4
Late.Roman,East,Balkans,Dura Europos,Corcyra,1
Late.Roman,East,Balkans,Dura Europos,Corinth,2
Late.Roman,East,Balkans,Dura Europos,Cyparissia,8
Late.Roman,East,Balkans,Dura Europos,Gytheium,14
Late.Roman,East,Balkans,Dura Europos,Heraea (Arcadia?),1
Late.Roman,East,Balkans,Dura Europos,Hermione,1
Late.Roman,East,Balkans,Dura Europos,Las (Laconia),5
Late.Roman,East,Balkans,Dura Europos,Mantinea,4
Late.Roman,East,Balkans,Dura Europos,Megalopolis,1
Late.Roman,East,Balkans,Dura Europos,Megara,5
Late.Roman,East,Balkans,Dura Europos,Mothone,6
Late.Roman,East,Balkans,Dura Europos,Orchomenus (Boetia),3
Late.Roman,East,Balkans,Dura Europos,Pellene,9
Late.Roman,East,Balkans,Dura Europos,Phigaleia,2
Late.Roman,East,Balkans,Dura Europos,Phlius,3
Late.Roman,East,Balkans,Dura Europos,Pylus,3
Late.Roman,East,Balkans,Dura Europos,Sicyon,7
Late.Roman,East,Balkans,Dura Europos,Thelpusa,3
Late.Roman,East,Balkans,Dura Europos,Thuria,16
Late.Roman,East,Balkans,Dura Europos,Troezene,1
Late.Roman,East,Balkans,Dura Europos,Viminacium,1
Late.Roman,East,Balkans,Dura Europos,Zacynthus,1
Late.Roman,East,Cappadocia,Dura Europos,Caesarea,9
Late.Roman,East,Cappadocia,Dura Europos,Tyana,1
Late.Roman,East,Cilicia,Dura Europos,Aegeae,2
Late.Roman,East,Cilicia,Dura Europos,Epiphania,1
Late.Roman,East,Cilicia,Dura Europos,Mopsus,1
Late.Roman,East,Cilicia,Dura Europos,Tarsus,4
Late.Roman,East,Cyprus,Dura Europos,uncertain,17
Late.Roman,East,East,Ain Sinu,Carrhae,3
Late.Roman,East,East,Ain Sinu,Edessa,7
Late.Roman,East,East,Ain Sinu,Nisibis,1
Late.Roman,East,East,Ain Sinu,Rhesaena,11
Late.Roman,East,East,Dura Europos,Anthemusia,2
Late.Roman,East,East,Dura Europos,Carrhae,611
Late.Roman,East,East,Dura Europos,Edessa,2939
Late.Roman,East,East,Dura Europos,Nisibis,1326
Late.Roman,East,East,Dura Europos,Rhesaena,54
Late.Roman,East,East,Dura Europos,Seleucia Tigris,16
Late.Roman,East,East,Dura Europos,Singara,381
Late.Roman,East,East,Seleucia Tigris,Edessa,1
Late.Roman,East,East,Seleucia Tigris,Seleucia Tigris,4
Late.Roman,East,East,Susa,Ecbatana?,4
Late.Roman,East,East,Susa,Seleucia Tigris,4
Late.Roman,East,East,Tall She Hamad/Magdalu,Carrhae,3
Late.Roman,East,East,Tall She Hamad/Magdalu,Edessa,8
Late.Roman,East,East,Tall She Hamad/Magdalu,Nisibis,4
Late.Roman,East,East,Tall She Hamad/Magdalu,Rhesaena,6
Late.Roman,East,Egypt,Susa,Alexandria,1
Late.Roman,East,Italy/Sicily,Ain Sinu,Rome,1
Late.Roman,East,Italy/Sicily,Dura Europos,Rome,696
Late.Roman,East,Italy/Sicily,Tall She Hamad/Magdalu,Rome,5
Late.Roman,East,Southern Levant,Dura Europos,Aelia Capitolina,7
Late.Roman,East,Southern Levant,Dura Europos,Ascalon,3
Late.Roman,East,Southern Levant,Dura Europos,Caesarea,16
Late.Roman,East,Southern Levant,Dura Europos,Gadara,11
Late.Roman,East,Southern Levant,Dura Europos,Gaza,2
Late.Roman,East,Southern Levant,Dura Europos,Neapolis,2
Late.Roman,East,Southern Levant,Dura Europos,Rabbathmoba,1
Late.Roman,East,Southern Levant,Dura Europos,Raphia,1
Late.Roman,East,Southern Levant,Tall She Hamad/Magdalu,Gaza,1
Late.Roman,East,Syria,Ain Sinu,Antioch?,1
Late.Roman,East,Syria,Dura Europos,Aleppo,5
Late.Roman,East,Syria,Dura Europos,Antioch,3297
Late.Roman,East,Syria,Dura Europos,Antioch?,2
Late.Roman,East,Syria,Dura Europos,Aradus,25
Late.Roman,East,Syria,Dura Europos,Beroea,8
Late.Roman,East,Syria,Dura Europos,Berytus,10
Late.Roman,East,Syria,Dura Europos,Bostra,1
Late.Roman,East,Syria,Dura Europos,Byblus,16
Late.Roman,East,Syria,Dura Europos,Cyrrhus,28
Late.Roman,East,Syria,Dura Europos,Damascus,9
Late.Roman,East,Syria,Dura Europos,Emesa,259
Late.Roman,East,Syria,Dura Europos,Gabala,6
Late.Roman,East,Syria,Dura Europos,Heliopolis,5
Late.Roman,East,Syria,Dura Europos,Hierapolis,32
Late.Roman,East,Syria,Dura Europos,Laodicea Ad Mare,95
Late.Roman,East,Syria,Dura Europos,Laodicea-ad-Mare,34
Late.Roman,East,Syria,Dura Europos,Leucus on the Chrysorhoas,1
Late.Roman,East,Syria,Dura Europos,Orthosia,1
Late.Roman,East,Syria,Dura Europos,Palmyra,12
Late.Roman,East,Syria,Dura Europos,Samosata,11
Late.Roman,East,Syria,Dura Europos,Seleucia Pieria,16
Late.Roman,East,Syria,Dura Europos,Sidon,3
Late.Roman,East,Syria,Dura Europos,Tripolis,28
Late.Roman,East,Syria,Dura Europos,Tyre,34
Late.Roman,East,Syria,Dura Europos,uncertain,8
Late.Roman,East,Syria,Dura Europos,Zeugma,52
Late.Roman,East,Syria,Susa,Antioch,1
Late.Roman,East,Syria,Tall She Hamad/Magdalu,Antioch,4
Late.Roman,East,Syria,Tall She Hamad/Magdalu,Seleucia Pieria,1
Late.Roman,Egypt,Egypt,Alexandria,Alexandria,27
Late.Roman,Egypt,Egypt,Karanis,Alexandria,9453
Late.Roman,Egypt,Italy/Sicily,Saqqara,Rome,1
Late.Roman,Egypt,Syria,Karanis,Antioch,1
Late.Roman,Egypt,West,Karanis,Ticinum,1
Late.Roman,Italy/Sicily,Anatolia,Cosa,Cyzicus,1
Late.Roman,Italy/Sicily,Anatolia,Ordona,Perge,1
Late.Roman,Italy/Sicily,Balkans,Cosa,Siscia,1
Late.Roman,Italy/Sicily,Balkans,Minturnae,Siscia,6
Late.Roman,Italy/Sicily,Balkans,Ordona,Siscia,2
Late.Roman,Italy/Sicily,Italy/Sicily,Cosa,Milan,1
Late.Roman,Italy/Sicily,Italy/Sicily,Cosa,Rome,32
Late.Roman,Italy/Sicily,Italy/Sicily,Minturnae,Rome,21
Late.Roman,Italy/Sicily,Italy/Sicily,Minturnae,Rome?,43
Late.Roman,Italy/Sicily,Italy/Sicily,Ordona,Milan,2
Late.Roman,Italy/Sicily,Italy/Sicily,Ordona,Rome,39
Late.Roman,Italy/Sicily,Syria,Cosa,Antioch,1
Late.Roman,Italy/Sicily,West,Cosa,Lugdunum,1
Late.Roman,Italy/Sicily,West,Minturnae,Ticinum,4
Late.Roman,Italy/Sicily,West,Minturnae,uncertain,1
Late.Roman,Italy/Sicily,West,Ordona,Ticinum,2
Late.Roman,Southern Levant,Anatolia,Caesarea Maritima,Tripolis,2
Late.Roman,Southern Levant,Anatolia,Jerash,Perge,1
Late.Roman,Southern Levant,Anatolia,Nessana,uncertain,1
Late.Roman,Southern Levant,Anatolia,Tel Jezreel,Cyzicus?,1
Late.Roman,Southern Levant,Balkans,Caesarea Maritima,Siscia?,1
Late.Roman,Southern Levant,Balkans,Jerash,Siscia,2
Late.Roman,Southern Levant,Balkans,Jerash,Thelpusa,1
Late.Roman,Southern Levant,Balkans,Jerash,Thuria,1
Late.Roman,Southern Levant,Balkans,Pella,Serdica,2
Late.Roman,Southern Levant,Balkans,Samaria,Viminacium,1
Late.Roman,Southern Levant,Cappadocia,Samaria,Caesarea,1
Late.Roman,Southern Levant,East,Caesarea Maritima,uncertain,7
Late.Roman,Southern Levant,East,Tel Jezreel,uncertain,1
Late.Roman,Southern Levant,Italy/Sicily,Caesarea Maritima,Rome,5
Late.Roman,Southern Levant,Italy/Sicily,Jaffa,Rome,6
Late.Roman,Southern Levant,Italy/Sicily,Jerash,Rome,4
Late.Roman,Southern Levant,Italy/Sicily,Pella,Rome,3
Late.Roman,Southern Levant,Italy/Sicily,Qiryat Sefer,Rome,1
Late.Roman,Southern Levant,Italy/Sicily,Tel Jezreel,Rome,1
Late.Roman,Southern Levant,Southern Levant,Bethsaida,Bostra,1
Late.Roman,Southern Levant,Southern Levant,Caesarea Maritima,Ascalon,1
Late.Roman,Southern Levant,Southern Levant,Caesarea Maritima,Bostra,1
Late.Roman,Southern Levant,Southern Levant,Caesarea Maritima,Caesarea Maritima,42
Late.Roman,Southern Levant,Southern Levant,Caesarea Maritima,Caesarea Maritima?,31
Late.Roman,Southern Levant,Southern Levant,Caesarea Maritima,Gadara,1
Late.Roman,Southern Levant,Southern Levant,Caesarea Maritima,Jerusalem,3
Late.Roman,Southern Levant,Southern Levant,Caesarea Maritima,Neapolis,1
Late.Roman,Southern Levant,Southern Levant,Horvat 'Eleq,Caesarea,1
Late.Roman,Southern Levant,Southern Levant,Horvat 'Eleq,Caesarea Maritima,1
Late.Roman,Southern Levant,Southern Levant,Horvat 'Eleq,Neapolis,2
Late.Roman,Southern Levant,Southern Levant,Jaffa,Aelia Capitolina,1
Late.Roman,Southern Levant,Southern Levant,Jaffa,Caesarea Maritima,2
Late.Roman,Southern Levant,Southern Levant,Jaffa,Jaffa,1
Late.Roman,Southern Levant,Southern Levant,Jerash,Bostra,5
Late.Roman,Southern Levant,Southern Levant,Jerash,Caesarea,4
Late.Roman,Southern Levant,Southern Levant,Jerash,Neapolis,15
Late.Roman,Southern Levant,Southern Levant,Jerash,Philippopolis,4
Late.Roman,Southern Levant,Southern Levant,Jerash,Sepphoris-Diocaesarea,1
Late.Roman,Southern Levant,Southern Levant,Nessana,Ascalon,1
Late.Roman,Southern Levant,Southern Levant,Paneas,Caesarea,1
Late.Roman,Southern Levant,Southern Levant,Paneas,Caesarea Paneas (Phillipi),2
Late.Roman,Southern Levant,Southern Levant,Pella,Aelia Capitolina,1
Late.Roman,Southern Levant,Southern Levant,Pella,Bostra,2
Late.Roman,Southern Levant,Southern Levant,Pella,Gadara,1
Late.Roman,Southern Levant,Southern Levant,Pella,Medaba,2
Late.Roman,Southern Levant,Southern Levant,Qiryat Sefer,Caesarea,2
Late.Roman,Southern Levant,Southern Levant,Qiryat Sefer,Joppa,1
Late.Roman,Southern Levant,Southern Levant,Samaria,Caesarea,8
Late.Roman,Southern Levant,Southern Levant,Samaria,Caesarea?,1
Late.Roman,Southern Levant,Southern Levant,Samaria,Jerusalem,1
Late.Roman,Southern Levant,Southern Levant,Samaria,Neapolis,12
Late.Roman,Southern Levant,Southern Levant,Samaria,Samaria (Sebaste),9
Late.Roman,Southern Levant,Southern Levant,Samaria,Sebaste (Samaria?),5
Late.Roman,Southern Levant,Southern Levant,Tel Beth-Shean,Neapolis,1
Late.Roman,Southern Levant,Southern Levant,Tel Jezreel,Aelia Capitolina?,1
Late.Roman,Southern Levant,Southern Levant,Tel Jezreel,Caesarea,1
Late.Roman,Southern Levant,Southern Levant,Tel Jezreel,Caesarea?,1
Late.Roman,Southern Levant,Southern Levant,Tel Jezreel,Neapolis,1
Late.Roman,Southern Levant,Southern Levant,Tel Jezreel,Nysa-Scythopolis,1
Late.Roman,Southern Levant,Syria,Bethsaida,Damascus,2
Late.Roman,Southern Levant,Syria,Bethsaida,Tyre,5
Late.Roman,Southern Levant,Syria,Caesarea Maritima,Ake-Ptolemais,1
Late.Roman,Southern Levant,Syria,Caesarea Maritima,Antioch,13
Late.Roman,Southern Levant,Syria,Caesarea Maritima,Berytus,2
Late.Roman,Southern Levant,Syria,Caesarea Maritima,Tyre,4
Late.Roman,Southern Levant,Syria,Horvat 'Eleq,Ake-Ptolemais,1
Late.Roman,Southern Levant,Syria,Jaffa,Tyre,1
Late.Roman,Southern Levant,Syria,Jerash,Antioch,34
Late.Roman,Southern Levant,Syria,Jerash,Antioch?,1
Late.Roman,Southern Levant,Syria,Jerash,Hierapolis,1
Late.Roman,Southern Levant,Syria,Jerash,Tripolis,2
Late.Roman,Southern Levant,Syria,Jerash,Tyre,4
Late.Roman,Southern Levant,Syria,Nessana,Antioch,1
Late.Roman,Southern Levant,Syria,Nessana,Damascus,1
Late.Roman,Southern Levant,Syria,Paneas,Ake-Ptolemais,1
Late.Roman,Southern Levant,Syria,Paneas,Antioch,11
Late.Roman,Southern Levant,Syria,Paneas,Damascus,1
Late.Roman,Southern Levant,Syria,Paneas,Sidon,1
Late.Roman,Southern Levant,Syria,Paneas,Tripolis,1
Late.Roman,Southern Levant,Syria,Paneas,Tyre,5
Late.Roman,Southern Levant,Syria,Pella,Antioch,4
Late.Roman,Southern Levant,Syria,Pella,Tyre,1
Late.Roman,Southern Levant,Syria,Qiryat Sefer,Antioch,1
Late.Roman,Southern Levant,Syria,Qiryat Sefer,Tyre,1
Late.Roman,Southern Levant,Syria,Samaria,Antioch,12
Late.Roman,Southern Levant,Syria,Samaria,Antioch?,1
Late.Roman,Southern Levant,Syria,Samaria,Bostra,1
Late.Roman,Southern Levant,Syria,Samaria,Gadara,2
Late.Roman,Southern Levant,Syria,Samaria,Tyre,6
Late.Roman,Southern Levant,Syria,Si (Hauran),Antioch,1
Late.Roman,Southern Levant,Syria,Si (Hauran),Tyre,1
Late.Roman,Southern Levant,Syria,Tel Beth-Shean,Damascus,1
Late.Roman,Southern Levant,Syria,Tel Jezreel,Antioch,1
Late.Roman,Syria,Anatolia,Antioch,Alexandria,1
Late.Roman,Syria,Anatolia,Antioch,Pergamon,1
Late.Roman,Syria,Anatolia,Antioch/Seleucia,Cyzicus,6
Late.Roman,Syria,Anatolia,Antioch/Seleucia,Cyzicus?,3
Late.Roman,Syria,Anatolia,Antioch/Seleucia,Heraclea,1
Late.Roman,Syria,Anatolia,Antioch/Seleucia,uncertain,1
Late.Roman,Syria,Anatolia,Apamea,Cyzicus,1
Late.Roman,Syria,Anatolia,Arsameia,Otrus (Phrygia),1
Late.Roman,Syria,Anatolia,Arsameia,Prusa ad Olympum,1
Late.Roman,Syria,Anatolia,Arsameia,Prusias ad Hypium,1
Late.Roman,Syria,Anatolia,Berytus,Alexandria Troas,1
Late.Roman,Syria,Anatolia,Berytus,Cyzicus,3
Late.Roman,Syria,Anatolia,Berytus,Samos,1
Late.Roman,Syria,Anatolia,Berytus,Smyrna,1
Late.Roman,Syria,Anatolia,Gindaros,Cyzicus,1
Late.Roman,Syria,Anatolia,Hama,Cyzicus,1
